Critic_Count,Critic_Score,Developer,EU_Sales,Genre,Global_Sales,JP_Sales,NA_Sales,Name,Number_of_Records,Other_Sales,Publisher,Rating,User_Count,User_Score,Year_of_Release
22,7.5,Croteam,0K,Shooter,150000,0K,0K,Serious Sam,1,0K,Take-Two Interactive,M,16,8.2,2002
0,0,Sony Computer Entertainment,0K,Adventure,150000,0K,0K,Kowloon's Gate,1,0K,Sony Computer Entertainment,RP,0,0,1997
96,7.2,Grasshopper Manufacture,0K,Action,240000,0K,0K,Killer7,1,0K,Capcom,M,100,8.3,2005
79,5.333333333,TT Games,0K,Platform,260000,0K,0K,Super Monkey Ball Adventure,1,0K,Sega,E,26,6.6,2006
0,0,Namco Bandai Games,0K,Adventure,150000,0K,0K,Suzumiya Haruhi no Yakusoku,1,0K,Namco Bandai Games,E,0,0,2007
45,6.1,Zombie,0K,Shooter,150000,0K,0K,Shadow Ops: Red Mercury,1,0K,Atari,T,14,6.1,2004
139,8.4,Quantic Dream,0K,Adventure,270000,0K,0K,Indigo Prophecy,1,0K,Atari,M,518,7.933333333,2005
39,6.2,EA Canada,0K,Sports,150000,0K,0K,FIFA 06: Road to FIFA World Cup,1,0K,Electronic Arts,E,34,6,2005
0,0,Imagineer,0K,Sports,150000,0K,0K,World League Soccer,1,0K,Imagineer,E,0,0,1991
47,6.4,Square Enix,0K,Role-Playing,150000,0K,0K,Musashi: Samurai Legend,1,0K,Atari,T,9,8.9,2005
0,0,Crave Entertainment,0K,Simulation,280000,0K,0K,The Oregon Trail,1,0K,Crave Entertainment,RP,0,0,2011
26,7.8,Alfa System,0K,Role-Playing,150000,0K,0K,Oreshika: Tainted Bloodlines,1,0K,Sony Computer Entertainment,T,84,8,2014
0,0,D3Publisher,0K,Action,320000,0K,0K,Adventure Time: Explore the Dungeon Because I Don't Know!,1,0K,D3Publisher,T,0,0,2013
24,8.3,EA Sports,0K,Racing,210000,0K,0K,F1 2001,1,0K,Electronic Arts,E,17,6.9,2001
0,0,Sega,0K,Sports,150000,0K,0K,J-League Victory Goal,1,0K,Sega,T,0,0,1995
0,0,Mindscape,0K,Puzzle,200000,0K,0K,Countdown: The Game,1,0K,Mindscape,RP,0,0,2009
0,0,THQ,0K,Action,150000,0K,0K,Spongebob Squarepants / Fairly Odd Parents Double Pack,1,0K,THQ,T,0,0,2005
0,0,Konami Digital Entertainment,0K,Action,280000,0K,0K,Pro Baseball Spirits 2015,1,0K,Konami Digital Entertainment,RP,0,0,2015
0,0,Activision,0K,Shooter,280000,0K,0K,History Civil War: Secret Missions,1,0K,Activision,T,0,0,2008
0,0,Vic Tokai,0K,Fighting,150000,0K,0K,Dark Rift,1,0K,Vic Tokai,RP,0,0,1997
0,0,Media Factory,0K,Sports,150000,0K,0K,Derby Stallion 64,1,0K,Media Factory,RP,0,0,2001
0,0,Epoch,0K,Platform,150000,0K,0K,Doraemon 3: Nobi Dai no Machi SOS!,1,0K,Epoch,RP,0,0,2000
0,0,Take-Two Interactive,0K,Adventure,150000,0K,0K,Space Station Silicon Valley,1,0K,Take-Two Interactive,E10+,0,0,1997
0,0,Majesco Entertainment,0K,Puzzle,150000,0K,0K,Cake Mania: In The Mix!,1,0K,Majesco Entertainment,RP,0,0,2008
0,0,Activision,0K,Action,150000,0K,0K,T'ai Fu: Wrath of the Tiger,1,0K,Activision,T,0,0,1998
0,0,Unknown,0K,Misc,150000,0K,0K,Kids Learn Math: A+ Edition,1,0K,Unknown,RP,0,0,2011
12,3.8,THQ Australia,0K,Action,270000,0K,0K,Megamind: Ultimate Showdown,1,0K,THQ,E10+,12,4.25,2010
70,8.45,Taito Corporation,0K,Shooter,240000,0K,0K,Space Invaders Extreme,1,0K,Square Enix,E,29,7.2,2008
117,5.04,Red Fly Studio,0K,Action,650000,0K,0K,Thor: God of Thunder,1,0K,Sega,T,64,5.9,2011
0,0,Konami Digital Entertainment,0K,Sports,280000,0K,0K,Pro Yaky? Spirits 6,1,0K,Konami Digital Entertainment,RP,0,0,2009
12,5.2,Pipe Dream Interactive,0K,Shooter,150000,0K,0K,Star Trek: Voyager Elite Force,1,0K,Codemasters,T,5,6.4,2001
0,0,Electronic Arts,0K,Simulation,150000,0K,0K,The Sims Medieval: Pirates and Nobles,1,0K,Electronic Arts,E,0,0,2011
0,0,Mindscape,0K,Strategy,150000,0K,0K,Chessmaster II,1,0K,Mindscape,RP,0,0,1998
0,0,Tecmo Koei,0K,Sports,150000,0K,0K,Winning Post 4,1,0K,Tecmo Koei,RP,0,0,1999
0,0,Konami Digital Entertainment,0K,Action,150000,0K,0K,Castlevania: Lords of Shadow - Mirror of Fate,1,0K,Konami Digital Entertainment,RP,0,0,2013
73,5.15,Ubisoft,0K,Racing,210000,0K,0K,187: Ride or Die,1,0K,Ubisoft,M,20,6.85,2005
13,5.3,Namco Bandai Games,0K,Action,270000,0K,0K,Curious George,1,0K,Namco Bandai Games,E,6,7.7,2006
5,6.9,UDS,0K,Misc,150000,0K,0K,eJay Clubworld,1,0K,Empire Interactive,E,10,8.6,2006
43,6.6,n-Space,0K,Adventure,150000,0K,0K,Geist,1,0K,Nintendo,M,23,8.5,2005
54,7.9,SNK Playmore,0K,Fighting,150000,0K,0K,The King of Fighters XIV,1,0K,Deep Silver,T,208,8.7,2016
0,0,Sony Computer Entertainment,0K,Fighting,150000,0K,0K,Cardinal Syn,1,0K,Sony Computer Entertainment,RP,0,0,1998
0,0,Namco Bandai Games,0K,Shooter,150000,0K,0K,Mobile Suit Gundam Side Story III: Sabakareshi Mono,1,0K,Namco Bandai Games,E,0,0,1997
33,7.4,Daedalic Entertainment,0K,Adventure,150000,0K,0K,Deponia,1,0K,Daedalic,E,307,8.2,2012
0,0,"Genki, Kojima Productions",0K,Action,150000,0K,0K,Metal Gear Solid: Peace Walker HD Edition,1,0K,Konami Digital Entertainment,T,60,8,2011
0,0,Namco Bandai Games,0K,Fighting,240000,0K,0K,Battle Stadium D.O.N,1,0K,Namco Bandai Games,E,0,0,2006
35,6.3,Namco,0K,Racing,150000,0K,0K,Ridge Racer DS,1,0K,Namco Bandai Games,E,7,6.7,2004
14,6.6,SCEA,0K,Sports,150000,0K,0K,High Velocity Bowling,1,0K,Sony Computer Entertainment,E10+,23,8.1,2010
16,7.3,Warner Bros. Interactive Entertainment,0K,Action,150000,0K,0K,LEGO Harry Potter Collection,1,0K,Warner Bros. Interactive Entertainment,E10+,7,8.1,2016
0,0,Konami Digital Entertainment,0K,Sports,150000,0K,0K,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,1,0K,Konami Digital Entertainment,RP,0,0,2000
12,3.9,Interchannel,0K,Puzzle,150000,0K,0K,Brain Boost: Beta Wave,1,0K,505 Games,E,4,2.5,2005
0,0,Konami Digital Entertainment,0K,Sports,150000,0K,0K,Power Pro Kun Pocket 9,1,0K,Konami Digital Entertainment,RP,0,0,2006
0,0,Nippon Columbia,0K,Action,150000,0K,0K,Sumikko Gurashi: Omise Hajimerundesu,1,0K,Nippon Columbia,RP,0,0,2015
15,3.5,Black Ops Entertainment,0K,Shooter,150000,0K,0K,Fugitive Hunter: War on Terror,1,0K,Play It,M,23,5,2003
34,7.1,Ubisoft Romania,0K,Simulation,290000,0K,0K,Blazing Angels 2: Secret Missions of WWII,1,0K,Ubisoft,T,24,7.5,2007
0,0,Banpresto,0K,Adventure,150000,0K,0K,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,1,0K,Banpresto,RP,0,0,2011
0,0,JoWood Productions,0K,Adventure,150000,0K,0K,Sam & Max: Season One,1,0K,JoWood Productions,RP,0,0,2008
8,7.6,Traveller's Tales,0K,Racing,150000,0K,0K,Toy Story Racer,1,0K,Activision,E,9,8.7,2001
21,6.633333333,Ubisoft Shanghai,0K,Platform,370000,0K,0K,Disney's Donald Duck: Goin' Quackers,1,0K,Ubisoft,E,21,5.766666667,2000
0,0,Namco Bandai Games,0K,Strategy,150000,0K,0K,Mobile Suit Gundam: Perfect One Year War,1,0K,Namco Bandai Games,E,0,0,1997
0,0,Crave Entertainment,0K,Adventure,150000,0K,0K,Galerians,1,0K,Crave Entertainment,RP,0,0,1999
25,8,Falcom,0K,Role-Playing,150000,0K,0K,Ys: The Oath in Felghana,1,0K,Falcom Corporation,T,57,8.3,2010
0,0,Konami Digital Entertainment,0K,Simulation,150000,0K,0K,DrumMania,1,0K,Konami Digital Entertainment,RP,0,0,2000
0,0,Nippon Columbia,0K,Action,150000,0K,0K,Hoppechan: Tsukutte! Asonde! Punipuni Town!!,1,0K,Nippon Columbia,RP,0,0,2013
0,0,Konami Digital Entertainment,0K,Action,150000,0K,0K,Yu-Gi-Oh! Nightmare Troubadour (US sales),1,0K,Konami Digital Entertainment,RP,0,0,2005
0,0,Namco Bandai Games,0K,Role-Playing,150000,0K,0K,Tamagotchi no Narikiri Channel,1,0K,Namco Bandai Games,E,0,0,2009
0,0,Konami Digital Entertainment,0K,Sports,150000,0K,0K,Power Pro Kun Pocket 1+2,1,0K,Konami Digital Entertainment,RP,0,0,2004
19,8,Netherock Ltd.,0K,Shooter,150000,0K,0K,Medal of Honor: Infiltrator,1,0K,Electronic Arts,T,12,7.2,2003
0,0,Crystal Dynamics,0K,Adventure,150000,0K,0K,Blazing Dragons,1,0K,Crystal Dynamics,T,0,0,1996
18,6.8,Media Vision,0K,Role-Playing,150000,0K,0K,The Wizard of Oz: Beyond The Yellow Brick Road,1,0K,D3Publisher,E,4,6,2008
0,0,Take-Two Interactive,0K,Sports,150000,0K,0K,Baseball Blast!,1,0K,Take-Two Interactive,E10+,0,0,2009
0,0,505 Games,0K,Platform,150000,0K,0K,Shin Chan: ¡Aventuras de Cine!,1,0K,505 Games,T,0,0,2008
0,0,Namco Bandai Games,0K,Misc,150000,0K,0K,Tamagotchi Collection,1,0K,Namco Bandai Games,E,0,0,2011
0,0,Sony Computer Entertainment,0K,Role-Playing,150000,0K,0K,White Knight Chronicles: Origins,1,0K,Sony Computer Entertainment,RP,0,0,2011
0,0,Sony Computer Entertainment,0K,Racing,150000,0K,0K,Turbo Prop Racing,1,0K,Sony Computer Entertainment,RP,0,0,1997
0,0,Vivendi Games,0K,Misc,150000,0K,0K,Barbie Superpack: Secret Agent / Groovy Games,1,0K,Vivendi Games,E10+,0,0,2005
11,4.3,Namco Bandai Games,0K,Misc,150000,0K,0K,Pac-Man Party 3D,1,0K,Namco Bandai Games,E,11,5.4,2011
0,0,Konami Digital Entertainment,0K,Simulation,150000,0K,0K,Dance Dance Revolution (North America),1,0K,Konami Digital Entertainment,RP,0,0,2001
27,7.4,Capcom,0K,Fighting,150000,0K,0K,Darkstalkers Chronicle: The Chaos Tower,1,0K,Capcom,T,25,7.9,2004
21,6.5,Crystal Dynamics,0K,Racing,150000,0K,0K,Mad Dash Racing,1,0K,Eidos Interactive,T,6,7.7,2001
7,7.4,Felistella,0K,Role-Playing,150000,0K,0K,Summon Night 5,1,0K,Namco Bandai Games,T,6,8.3,2013
0,0,Sony Computer Entertainment,0K,Racing,150000,0K,0K,MotoGP 2: Ultimate Racing Technology,1,0K,Sony Computer Entertainment,RP,0,0,2001
19,6.6,"Image Epoch, Imageepoch",0K,Role-Playing,150000,0K,0K,Black * Rock Shooter: The Game,1,0K,Unknown,T,39,7.2,2011
55,5.733333333,"Z-Axis, Ltd.",0K,Sports,320000,0K,0K,BMX XXX,1,0K,Acclaim Entertainment,M,33,5.8,2002
0,0,Sega,0K,Misc,150000,0K,0K,Sonic Advance & Sonic Pinball Party Combo Pack,1,0K,Sega,T,0,0,2005
31,8.3,KCEJ,0K,Role-Playing,150000,0K,0K,Boktai: The Sun is in Your Hand,1,0K,Konami Digital Entertainment,E,16,9.6,2003
0,0,Namco Bandai Games,0K,Strategy,270000,0K,0K,Making History: The Great War,1,0K,Namco Bandai Games,E,0,0,2010
34,8.6,Arc System Works,0K,Fighting,150000,0K,0K,Guilty Gear X2 #Reload,1,0K,Zoo Digital Publishing,T,12,7.6,2004
0,0,Sony Computer Entertainment,0K,Role-Playing,150000,0K,0K,Wizardry VII: Gadeia no Houshu,1,0K,Sony Computer Entertainment,RP,0,0,1995
75,6.3,"Armature Studio, comcept",0K,Action,150000,0K,0K,ReCore,1,0K,Microsoft Game Studios,T,445,6.6,2016
0,0,Namco Bandai Games,0K,Role-Playing,140000,0K,0K,Tamagotchi no Appare! Niji Venture,1,0K,Namco Bandai Games,E,0,0,2007
42,6.6,Rare Ltd.,0K,Action,140000,0K,0K,Grabbed by the Ghoulies,1,0K,Microsoft Game Studios,E,28,7.3,2003
42,7.6,Nautilus,0K,Role-Playing,140000,0K,0K,Shadow Hearts: From The New World,1,0K,Ghostlight,T,33,8.2,2005
0,0,Kadokawa Shoten,0K,Sports,140000,0K,0K,Derby Stallion Gold,1,0K,Kadokawa Shoten,RP,0,0,2014
0,0,Konami Digital Entertainment,0K,Sports,140000,0K,0K,Tennis no Oji-Sama: Aim at The Victory!,1,0K,Konami Digital Entertainment,RP,0,0,2002
6,5.6,"Idea Factory, Compile Heart",0K,Role-Playing,140000,0K,0K,Record of Agarest War 2,1,0K,Compile Heart,T,36,7.2,2010
0,0,Game Arts,0K,Role-Playing,140000,0K,0K,"Lunar 2: Eternal Blue(sales, but wrong system)",1,0K,Game Arts,T,0,0,1994
0,0,Gremlin Interactive Ltd,0K,Sports,140000,0K,0K,Fox Sports Golf '99,1,0K,Gremlin Interactive Ltd,RP,0,0,1997
0,0,Artificial Mind and Movement,0K,Action,240000,0K,0K,Power Rangers: Super Legends,1,0K,Disney Interactive Studios,E10+,5,3,2007
0,0,Media Factory,0K,Adventure,140000,0K,0K,Sakura Wars GB,1,0K,Media Factory,RP,0,0,2000
0,0,Sega,0K,Strategy,140000,0K,0K,Shining Force CD,1,0K,Sega,T,0,0,1994
39,7.55,Tecmo,0K,Action,200000,0K,0K,Fatal Frame,1,0K,Wanadoo,T,88,8.75,2001
21,8.3,Ubisoft,0K,Platform,140000,0K,0K,Rayman 3,1,0K,Ubisoft,E,8,7.8,2003
0,0,Sony Computer Entertainment,0K,Action,140000,0K,0K,The Fifth Element,1,0K,Sony Computer Entertainment,RP,0,0,1998
10,8,Arc System Works,0K,Action,280000,0K,0K,BlazBlue: Chrono Phantasma Extend,1,0K,PQube,T,58,7.275,2015
0,0,Nintendo,0K,Adventure,140000,0K,0K,Okaeri! Chibi-Robo! Happy Richie Oosouji,1,0K,Nintendo,E,0,0,2009
38,6.9,Media Vision,0K,Role-Playing,140000,0K,0K,Wild ARMs 4,1,0K,505 Games,T,17,7.3,2005
7,5.8,Lucky Chicken,0K,Platform,140000,0K,0K,Casper: Spirit Dimensions,1,0K,TDK Mediactive,E,6,3.5,2001
0,0,Namco Bandai Games,0K,Role-Playing,140000,0K,0K,Super Robot Taisen OG Saga: Endless Frontier (JP sales),1,0K,Namco Bandai Games,E,0,0,2008
0,0,Tecmo Koei,0K,Action,140000,0K,0K,Sengoku Musou 3 Empires,1,0K,Tecmo Koei,RP,0,0,2011
0,0,Psygnosis,0K,Racing,140000,0K,0K,Thunder Truck Rally,1,0K,Psygnosis,E,0,0,1997
0,0,Infogrames,0K,Platform,140000,0K,0K,Klonoa: Empire of Dreams,1,0K,Infogrames,E,0,0,2001
91,7.95,Kuju Entertainment,0K,Shooter,260000,0K,0K,Geometry Wars: Galaxies,1,0K,Vivendi Games,E,52,8.05,2007
0,0,Namco Bandai Games,0K,Sports,140000,0K,0K,Famista Returns,1,0K,Namco Bandai Games,E,0,0,2015
29,8.2,Nicalis,0K,Platform,140000,0K,0K,Cave Story 3D,1,0K,Nippon Ichi Software,E10+,72,7.7,2011
0,0,Acclaim Entertainment,0K,Fighting,140000,0K,0K,Iron & Blood,1,0K,Acclaim Entertainment,RP,0,0,1996
28,8.2,Capcom,0K,Platform,140000,0K,0K,Mega Man Powered Up,1,0K,Capcom,E,36,7.5,2006
12,6.1,Zerodiv,0K,Role-Playing,140000,0K,0K,Class of Heroes,1,0K,Acquire,T,12,7.1,2008
128,7.6,Free Radical Design,0K,Adventure,260000,0K,0K,Second Sight,1,0K,Codemasters,T,42,8.166666667,2004
40,8.1,Nippon Ichi Software,0K,Role-Playing,140000,0K,0K,Phantom Brave,1,0K,Tecmo Koei,T,22,7.9,2004
0,0,Spike,0K,Action,140000,0K,0K,Kenka Banchou 5: Otoko no Housoku,1,0K,Spike,T,0,0,2011
45,7.866666667,PopCap,0K,Puzzle,360000,0K,0K,Bejeweled 3,1,0K,Unknown,E,102,8.233333333,2006
0,0,Nintendo,0K,Simulation,140000,0K,0K,Doshin the Giant,1,0K,Nintendo,E,0,0,2002
0,0,Enix Corporation,0K,Role-Playing,140000,0K,0K,Star Ocean: Blue Sphere,1,0K,Enix Corporation,RP,0,0,2001
0,0,Activision,0K,Misc,140000,0K,0K,Shrek 2 and Shark Tale 2-in-1 Pack,1,0K,Activision,T,0,0,2005
0,0,Mindscape,0K,Puzzle,170000,0K,0K,Mojo!,1,0K,Mindscape,RP,0,0,2003
0,0,Namco Bandai Games,0K,Action,140000,0K,0K,Kamen Rider Ryuki,1,0K,Namco Bandai Games,E,0,0,2002
0,0,SquareSoft,0K,Strategy,140000,0K,0K,Front Mission Alternative,1,0K,SquareSoft,T,0,0,1997
0,0,505 Games,0K,Misc,140000,0K,0K,World Championship Poker: Howard Lederer - All In,1,0K,505 Games,T,0,0,2006
6,7.4,Marvelous Entertainment,0K,Simulation,140000,0K,0K,Harvest Moon: Hero of Leaf Valley,1,0K,Rising Star Games,E,12,7.9,2009
13,6.8,Sting,0K,Role-Playing,140000,0K,0K,Hexyz Force,1,0K,Atlus,T,21,7.3,2009
0,0,Eidos Interactive,0K,Fighting,140000,0K,0K,Power Stone,1,0K,Eidos Interactive,T,0,0,1998
14,4.4,3DO,0K,Sports,140000,0K,0K,Jonny Moseley Mad Trix,1,0K,3DO,T,6,5.7,2001
0,0,Broccoli,0K,Adventure,140000,0K,0K,Uta no * Prince-Sama: Repeat,1,0K,Broccoli,RP,0,0,2011
0,0,Marvelous Entertainment,0K,Action,140000,0K,0K,Senran Kagura Burst: Guren no Sh?jo-tachi,1,0K,Marvelous Entertainment,E,0,0,2012
54,7.9,Mix Max,0K,Misc,220000,0K,0K,MTV Music Generator 3: This Is the Remix,1,0K,Codemasters,T,18,7,2004
0,0,Nippon Ichi Software,0K,Role-Playing,140000,0K,0K,Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,1,0K,Nippon Ichi Software,T,0,0,2010
0,0,Namco Bandai Games,0K,Role-Playing,140000,0K,0K,.hack//Link,1,0K,Namco Bandai Games,E,0,0,2010
26,5.9,Cavia Inc.,0K,Fighting,140000,0K,0K,Victorious Boxers: Revolution,1,0K,Ubisoft,T,8,5.4,2007
25,6.3,Microvision,0K,Role-Playing,140000,0K,0K,The Legend of Heroes II: Prophecy of the Moonlight Witch,1,0K,Namco Bandai Games,E10+,11,6.9,2004
0,0,Astragon,0K,Puzzle,140000,0K,0K,Hidden Mysteries: Salem Secrets - Witch Trials of 1692,1,0K,Astragon,RP,0,0,2010
0,0,Acclaim Entertainment,0K,Action,140000,0K,0K,Mary-Kate and Ashley: Winners Circle,1,0K,Acclaim Entertainment,RP,0,0,2001
0,0,GSP,0K,Puzzle,140000,0K,0K,Jewel Quest Solitaire,1,0K,GSP,RP,0,0,2009
26,6.7,NanaOn-Sha,0K,Misc,140000,0K,0K,PaRappa The Rapper 2,1,0K,Sony Computer Entertainment,E,26,6.6,2001
0,0,Sega,0K,Racing,140000,0K,0K,OutRun 2,1,0K,Sega,T,0,0,2004
26,6.55,EA Tiburon,0K,Sports,250000,0K,0K,NFL Head Coach 09,1,0K,Electronic Arts,E,40,7.75,2008
0,0,SquareSoft,0K,Role-Playing,140000,0K,0K,Soukaigi,1,0K,SquareSoft,T,0,0,1998
16,7.7,Ntreev Soft,0K,Sports,140000,0K,0K,PANGYA: Fantasy Golf,1,0K,Takara Tomy,E10+,13,7,2009
0,0,Sony Computer Entertainment,0K,Shooter,140000,0K,0K,Xevious 3D/G+,1,0K,Sony Computer Entertainment,RP,0,0,1997
22,6.5,Page 44 Studios,0K,Sports,140000,0K,0K,Gretzky NHL 06,1,0K,Sony Computer Entertainment,E10+,4,6.8,2005
0,0,Konami Digital Entertainment,0K,Role-Playing,140000,0K,0K,Shonen Jump's Shaman King: Master of Spirits,1,0K,Konami Digital Entertainment,RP,0,0,2004
24,7.2,Westwood Studios,0K,Adventure,140000,0K,0K,Pirates: The Legend of Black Kat,1,0K,Electronic Arts,T,8,7.9,2002
15,6.4,Bizarre Creations,0K,Action,140000,0K,0K,Fur Fighters: Viggo's Revenge,1,0K,Acclaim Entertainment,T,37,7.3,2001
0,0,Atari,0K,Action,140000,0K,0K,Krull,1,0K,Atari,E,0,0,1982
0,0,Konami Digital Entertainment,0K,Role-Playing,140000,0K,0K,Yu-Gi-Oh! Monster Capture GB,1,0K,Konami Digital Entertainment,RP,0,0,2000
61,7.9,Toys for Bob,0K,Platform,240000,0K,0K,Skylanders Imaginators,1,0K,Activision,E10+,25,5.75,2016
0,0,Black Bean Games,0K,Sports,140000,0K,0K,"NewU Fitness First Mind Body, Yoga & Pilates Workout",1,0K,Black Bean Games,RP,0,0,2010
77,5.3,Double Helix Games,0K,Action,180000,0K,0K,The Da Vinci Code,1,0K,Take-Two Interactive,T,29,5.4,2006
0,0,D3Publisher,0K,Fighting,140000,0K,0K,Naruto Shippuden: Ninja Destiny 3,1,0K,D3Publisher,T,0,0,2006
9,6.4,Ubisoft Quebec,0K,Misc,140000,0K,0K,Cranium Kabookii,1,0K,Ubisoft,E,13,5.4,2007
0,0,Sunsoft,0K,Adventure,140000,0K,0K,T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,1,0K,Sunsoft,RP,0,0,1998
0,0,Tomy Corporation,0K,Role-Playing,140000,0K,0K,Naruto RPG 2: Chidori vs Rasengan,1,0K,Tomy Corporation,T,0,0,2005
0,0,Unknown,0K,Simulation,140000,0K,0K,Our House Party!,1,0K,Unknown,RP,0,0,2006
0,0,General Entertainment,0K,Strategy,140000,0K,0K,Project V6,1,0K,General Entertainment,RP,0,0,1998
9,6.9,Studio 33,0K,Racing,140000,0K,0K,Destruction Derby Raw,1,0K,Sony Computer Entertainment,E,14,7.3,2000
21,7.8,SCEE London Studio,0K,Sports,140000,0K,0K,World Tour Soccer 2003,1,0K,Sony Computer Entertainment,E,7,8.3,2002
0,0,Acquire,0K,Adventure,140000,0K,0K,Akiba's Trip,1,0K,Acquire,M,0,0,2011
0,0,THQ,0K,Racing,140000,0K,0K,Bravo Air Race,1,0K,THQ,T,0,0,1997
0,0,Namco Bandai Games,0K,Fighting,140000,0K,0K,Gundam: The Battle Master,1,0K,Namco Bandai Games,E,0,0,1997
38,7.7,Bohemia Interactive,0K,Shooter,140000,0K,0K,ArmA II,1,0K,505 Games,M,589,7.5,2009
0,0,505 Games,0K,Platform,140000,0K,0K,¡Shin Chan Flipa en colores!,1,0K,505 Games,T,0,0,2007
60,8.5,Colossal Order,0K,Simulation,140000,0K,0K,Cities: Skylines,1,0K,Paradox Interactive,E,1404,8.9,2015
11,6.5,Flight-Plan,0K,Role-Playing,140000,0K,0K,Eternal Poison,1,0K,Banpresto,T,9,8.2,2008
50,6.8,Seta Corporation,0K,Shooter,140000,0K,0K,Gungrave: Overdose,1,0K,Play It,M,12,8.7,2004
84,7.7,Terminal Reality,0K,Shooter,200000,0K,0K,Metal Slug Anthology,1,0K,Ignition Entertainment,T,63,7.833333333,2006
0,0,Namco Bandai Games,0K,Strategy,140000,0K,0K,Kidou Senshi Gundam: Shin Gihren no Yabou,1,0K,Namco Bandai Games,E,0,0,2011
51,8.933333333,Yacht Club Games,0K,Platform,320000,0K,0K,Shovel Knight,1,0K,Yacht Club Games,E,817,8.033333333,2015
0,0,Sony Computer Entertainment,0K,Role-Playing,140000,0K,0K,The Granstream Saga,1,0K,Sony Computer Entertainment,RP,0,0,1997
30,3.6,Seven45 Studios,0K,Misc,260000,0K,0K,Power Gig: Rise of the SixString,1,0K,Unknown,T,21,1.3,2010
35,7,Namco,0K,Puzzle,140000,0K,0K,Mr. Driller: Drill Spirits,1,0K,Nintendo,E,9,8.9,2004
0,0,GT Interactive,0K,Action,270000,0K,0K,Bio FREAKS,1,0K,GT Interactive,RP,0,0,1998
0,0,THQ,0K,Sports,140000,0K,0K,Bassmasters 2000,1,0K,THQ,T,0,0,1999
0,0,Codemasters,0K,Racing,140000,0K,0K,Micro Machines 64 Turbo,1,0K,Codemasters,E,0,0,1999
0,0,Nippon Ichi Software,0K,Role-Playing,140000,0K,0K,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",1,0K,Nippon Ichi Software,T,0,0,2007
0,0,Sunsoft,0K,Role-Playing,140000,0K,0K,Eternal Eyes,1,0K,Sunsoft,RP,0,0,1999
8,5.4,TopWare Interactive,0K,Misc,140000,0K,0K,Dream Pinball 3D,1,0K,SouthPeak Games,E10+,7,7.6,2008
0,0,Capcom,0K,Fighting,140000,0K,0K,Fate/Unlimited Codes,1,0K,Capcom,T,0,0,2008
23,6.7,Monolith Productions,0K,Shooter,140000,0K,0K,The Operative: No One Lives Forever,1,0K,Electronic Arts,T,16,8,2002
0,0,THQ,0K,Sports,140000,0K,0K,Gallop & Ride!,1,0K,THQ,T,0,0,2008
0,0,Sony Computer Entertainment,0K,Shooter,140000,0K,0K,Epidemic,1,0K,Sony Computer Entertainment,RP,0,0,1995
0,0,Capcom,0K,Action,140000,0K,0K,Monster Hunter Diary: Poka Poka Airou Village DX,1,0K,Capcom,T,0,0,2015
4,5.3,FUN Labs,0K,Sports,140000,0K,0K,Cabela's African Safari,1,0K,Activision Value,T,8,5,2006
0,0,Mindscape,0K,Sports,140000,0K,0K,NCAA Basketball Final Four 97,1,0K,Mindscape,RP,0,0,1997
17,7.1,Appaloosa Interactive,0K,Adventure,140000,0K,0K,Ecco the Dolphin: Defender of the Future,1,0K,Sony Computer Entertainment,E,11,8.5,2002
0,0,Atari,0K,Misc,140000,0K,0K,Atari's Greatest Hits: Volume 1,1,0K,Atari,E,0,0,2010
0,0,Kemco,0K,Platform,140000,0K,0K,The Bombing Islands,1,0K,Kemco,T,0,0,1997
0,0,D3Publisher,0K,Action,140000,0K,0K,Yogi Bear: The Video Game,1,0K,D3Publisher,T,0,0,2010
20,7.2,D3Publisher,0K,Action,210000,0K,0K,Earth Defense Force 2: Invaders from Planet Space,1,0K,D3Publisher,T,22,8.5,2011
101,7.166666667,Avalanche Studios,0K,Action,180000,0K,0K,Just Cause,1,0K,Eidos Interactive,M,299,7.466666667,2006
70,5,Gaijin Entertainment,0K,Action,270000,0K,0K,X-Blades,1,0K,SouthPeak Games,M,29,5.65,2009
0,0,Capcom,0K,Action,140000,0K,0K,Gyakuten Saiban 2,1,0K,Capcom,T,0,0,2002
34,5.5,Omega Force,0K,Role-Playing,140000,0K,0K,TRINITY: Souls of Zill O'll,1,0K,Ubisoft Annecy,T,33,6.2,2010
0,0,Mattel Interactive,0K,Adventure,140000,0K,0K,Detective Barbie: The Mystery Cruise,1,0K,Mattel Interactive,RP,0,0,1999
0,0,TDK Mediactive,0K,Action,140000,0K,0K,Jim Henson's the Muppets: On With the Show!,1,0K,TDK Mediactive,T,0,0,2003
0,0,Imadio,0K,Adventure,140000,0K,0K,Desire,1,0K,Imadio,RP,0,0,1997
0,0,Virtuos,0K,Racing,140000,0K,0K,Asphalt: Urban GT 2,1,0K,Ubisoft,E10+,13,6.9,2006
0,0,Konami Digital Entertainment,0K,Sports,300000,0K,0K,Pro Yaky? Spirits 2014,1,0K,Konami Digital Entertainment,RP,0,0,2014
